8.20774e-05,-0.000214559,-0.000926619,0.000497881,-0.000920607,0.000311701,-0.000501322,0.000193638,-0.00085635,0.000177682,0.000143254,-1.8315e-08,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.0306651,1.6829,1.22884,0.665776,1.38109,0.823369,0.134211,1.70719,1.45772,
100.009,-0.00234682,-0.00242105,0.0328738,0.00122916,0.000226113,0.000416969,1.97289e-05,-0.000709391,0.0218143,-0.0015851,0.145019,0.194125,0.247156,0.307139,0.356907,0.420529,0.470624,0.52066,0.584273,0.642601,0.209193,1.77694,1.15489,0.605136,1.29261,0.781738,0.371708,1.46993,1.07452,
200,-0.0308696,-0.0202777,0.00686586,0.0127361,0.0275199,-0.00290088,-0.00222403,6.98884e-05,0.0324158,-0.00322106,0.380714,0.428285,0.481964,0.544964,0.596037,0.657729,0.708479,0.758411,0.818969,0.877708,0.434496,1.77837,1.32891,0.56985,1.10211,0.779152,0.219778,1.55414,1.01106,
300.006,-0.0409438,-0.0382632,0.0059916,0.0238968,0.030892,-0.00176995,-0.00160045,-0.00059794,0.0241102,-0.00351244,0.605755,0.654183,0.713011,0.775842,0.826682,0.889324,0.940554,0.99119,1.05403,1.10715,0.513959,1.5818,1.32939,0.597963,1.16989,0.615545,0.203328,1.54237,0.90237,
400.006,-0.00114947,0.000656903,0.0459176,0.00330328,0.00261369,-0.0377658,-0.0365292,-0.039309,0.00260807,0.000827225,0.825094,0.874644,0.932701,0.996094,1.04833,1.10841,1.16062,1.21127,1.26983,1.31949,0.717014,1.67993,1.22041,0.745707,1.06162,0.626349,0.278304,1.63933,0.737316,
500.003,-0.0417752,-0.03433,0.00198793,0.00788369,0.0219671,-0.000806497,-0.000637522,-0.00110167,0.0314786,-0.00134122,1.11919,1.1676,1.22815,1.29001,1.33992,1.40055,1.45064,1.50046,1.56154,1.61579,0.584378,1.53018,1.25924,0.317269,1.13916,0.441494,0.0707011,1.57553,0.958423,
600.003,-0.0196669,-0.028506,0.00033239,0.00237765,0.00806446,-0.00420427,-0.00112196,-0.00666199,0.00335841,0.0131509,1.2464,1.29568,1.35792,1.42017,1.46886,1.52974,1.57908,1.62793,1.68789,1.73609,0.63157,1.3993,1.37548,0.295108,1.13646,0.430418,0.00342591,1.53942,0.673225,
700.007,-0.00225774,0.00228981,-0.00550913,0.000732048,0.0260119,-0.0048793,-0.000125168,0.004051,0.00278611,-0.00340251,1.38667,1.43583,1.49834,1.56102,1.60968,1.67116,1.72027,1.76934,1.83367,1.88663,0.552688,1.21878,1.39225,0.596802,1.2582,0.296961,0.137829,1.33218,0.918107,
800.007,-0.00488501,-0.00309226,0.00322478,-0.000767525,-0.000759373,0.00126349,0.00122338,0.00232324,0.0271325,-0.00180368,1.5247,1.57313,1.63502,1.69676,1.74492,1.80726,1.85563,1.9045,1.96785,2.02273,0.415846,1.2951,1.23732,0.484999,1.41637,0.613416,0.0142447,1.57376,0.948542,
900.002,-0.000404981,0.00268171,0.00293458,-5.09805e-05,-0.00237099,-0.0275267,-0.0372962,0.00244607,0.00302723,0.0153637,1.74089,1.79073,1.85426,1.9179,1.96974,2.02904,2.07881,2.12733,2.19043,2.25444,0.319827,1.23005,1.19915,0.767002,1.08594,0.35643,-0.069881,1.36448,1.38164,
