8.1895e-05,-0.000209048,-0.000785252,0.000345777,-0.000312038,-0.000105658,-0.000742318,-0.000339728,0.00024849,1.93276e-06,-0.000192746,-1.80266e-08,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.964811,0.779097,1.11333,1.02016,1.11393,0.791645,1.88157,1.39383,1.12132,
100.013,0.0140645,0.00737444,-0.00695477,0.0272332,-0.00284556,-0.0321862,-0.0259345,-0.00474441,0.027918,0.000595337,-0.238819,-0.187042,-0.129611,-0.0637372,-0.00572565,0.0544461,0.108189,0.158501,0.220288,0.276628,0.812408,0.878015,1.35781,0.969097,1.1509,0.978766,2.12561,1.55931,0.95981,
200.006,0.0478654,0.00300366,-0.00136914,0.00604297,0.000152303,-0.00334887,-0.0361054,-0.0332439,0.0137366,0.000100215,-0.256061,-0.201379,-0.148772,-0.0830589,-0.0287024,0.0296372,0.0869288,0.138396,0.201708,0.254524,0.964981,0.822119,1.34369,0.778556,0.982392,0.901577,2.13966,1.44213,0.929878,
300.002,0.0228103,0.0302054,0.0418736,0.00452399,-0.00130023,-0.00486823,-0.0311552,-0.0164123,-9.71393e-05,-0.00646942,-0.165393,-0.114584,-0.0621657,0.00183698,0.0573247,0.112943,0.171177,0.223346,0.288882,0.34234,0.642492,0.735579,1.15362,0.809517,0.847999,0.99527,1.99892,1.39213,0.883809,
400.01,0.0461426,0.0319285,0.00919122,-0.00469045,-0.00860621,-0.00317284,-0.0197484,0.000649203,-0.00326879,-0.0333202,-0.109216,-0.0566818,-0.0016958,0.0636452,0.122706,0.176218,0.230498,0.283205,0.348369,0.402709,0.604973,0.887159,1.15873,1.0038,0.57585,0.90195,1.92965,1.26381,0.948781,
500.005,0.00345209,0.0275313,0.00631883,0.0246721,0.00782672,-0.00536985,-0.0354768,-0.00111255,-0.0332443,-0.0224704,-0.0528976,-0.00159665,0.0509865,0.117772,0.172082,0.227683,0.281727,0.337835,0.390322,0.454951,0.729171,0.559152,1.4186,0.81529,0.777871,0.761468,1.8161,0.762373,1.31607,
600.004,0.035052,-0.00190019,0.00392417,0.0190747,0.00235983,-0.00275364,-0.0284606,0.0188104,-0.000838225,-0.040631,-0.0291457,0.0226773,0.0734967,0.139198,0.195745,0.249562,0.302638,0.365727,0.418522,0.477686,0.824421,0.407427,1.42107,0.96333,0.804608,0.82545,1.56981,0.864359,1.07665,
700.006,0.0278285,0.00167256,0.00547814,0.00441273,-0.00259039,-0.0286359,0.00289877,0.0156938,-0.0370104,-0.0360181,-0.0277805,0.0254916,0.0771038,0.140836,0.203849,0.258428,0.310801,0.377144,0.434673,0.48624,0.899469,0.309143,1.11601,1.20707,0.810815,0.638757,1.35269,0.905762,0.812353,
800.006,0.0382164,0.00306633,0.00290877,-0.00352877,0.00178577,-0.0014665,-0.0012342,0.00270003,-0.00845381,-0.025794,0.0859716,0.145547,0.197942,0.251414,0.317212,0.370396,0.422745,0.48827,0.544067,0.594823,1.08896,0.639442,0.793656,1.33467,0.81248,0.353341,1.41721,0.944866,0.803276,
900,0.0636616,0.0277354,0.029114,0.00183478,-0.0232874,-0.0203566,-0.0275086,0.000956834,-0.00584828,-0.0277215,0.142383,0.201271,0.254928,0.309293,0.370566,0.425268,0.478654,0.544321,0.598085,0.648934,1.04001,0.768438,0.77448,1.03926,0.80665,0.171063,1.43035,0.87209,0.802698,
