8.18861e-05,-0.000209026,-0.000722586,0.000290631,-0.000461261,-0.000603879,0.00043494,-0.000326827,-0.00011669,-0.000921533,0.00054581,-1.80227e-08,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.474892,0.36283,0.050899,0.938669,0.452539,1.12023,1.01329,1.26606,1.75026,
100.002,0.00024396,-0.00211162,-0.0219336,0.0179438,-0.016813,0.000476931,-0.00578521,-0.000956754,0.0269748,0.0508515,0.00302146,0.0531113,0.102328,0.153048,0.209304,0.258231,0.320007,0.381117,0.443015,0.504632,0.451811,0.172034,-0.191457,1.03459,0.514762,1.19767,1.22887,1.45113,1.48633,
200.001,-0.000249,-0.00756282,-0.000126288,0.0432284,-0.00287622,0.00267973,-0.0318995,0.00201932,0.000498992,-0.000538095,0.15397,0.203842,0.25192,0.306342,0.361103,0.410506,0.467373,0.530927,0.593402,0.65757,0.486156,0.178753,-0.201456,0.881796,0.236371,0.992059,1.40726,1.26708,1.3057,
300.009,-0.00321883,-0.0322369,-0.0245455,0.00307951,-0.00619083,0.0415609,-0.000720245,0.0351594,0.0265463,0.0305028,0.368725,0.417409,0.464664,0.516556,0.577155,0.626383,0.681807,0.742472,0.803502,0.866705,0.49607,0.166651,-0.246336,1.23467,-0.18948,1.08366,1.50971,1.22197,1.3698,
400.003,-0.00674633,-0.0179362,-0.0354467,-0.00109328,-0.000924554,0.048448,-0.00107459,0.0235883,0.000188115,0.00470296,0.756409,0.804408,0.851508,0.90317,0.963751,1.01354,1.0639,1.12404,1.18611,1.24887,0.683587,0.301709,-0.243743,1.40475,-0.215718,0.923969,1.54614,1.26074,1.31196,
500.008,0.00148194,-0.00494505,-0.0314954,-0.00024824,0.00132017,0.00448509,-0.00570152,0.00468136,0.0132444,0.00069793,1.13278,1.1834,1.23222,1.28281,1.34487,1.39292,1.44527,1.5066,1.57004,1.63142,0.783131,0.539694,-0.168037,1.37267,-0.000606878,0.927954,1.51349,1.31009,1.18665,
600.002,0.027421,-0.0114597,-0.0067385,-0.000638571,-0.00803581,0.0046307,-0.00433103,0.0405588,0.0283434,0.001954,1.4716,1.52526,1.57556,1.62449,1.68663,1.73385,1.79434,1.84796,1.90936,1.96831,0.885003,0.554676,-0.073836,1.27803,-0.116532,1.20998,1.70489,1.23916,1.11772,
700.01,0.000207755,-0.00464057,-0.0306866,-0.00336208,0.000984333,0.00303209,-0.00373746,0.0386604,0.0462041,0.0203522,1.75868,1.80875,1.85714,1.90562,1.9655,2.01145,2.07167,2.13075,2.19275,2.25423,0.682091,0.411417,-0.0621138,1.52577,0.214799,1.26845,1.52925,1.4057,1.15105,
800.004,0.000769086,-0.00549693,-0.0199414,-0.0068074,0.00374113,0.00207985,-0.00566288,0.0178775,0.0257252,-0.000631275,1.96408,2.01436,2.06287,2.11489,2.16587,2.21339,2.27155,2.33334,2.3967,2.45345,0.714173,0.1964,-0.202032,1.77259,0.0982855,1.11491,1.47651,1.42906,1.03558,
900.002,0.0277878,-0.000134071,-0.00445409,-0.0252328,0.00567808,0.000529168,-0.0229098,0.00158143,0.03024,0.0011617,2.02659,2.07894,2.12982,2.17919,2.2317,2.28043,2.33477,2.39727,2.45998,2.5209,0.876525,0.406708,0.0265329,1.75233,0.123689,1.00001,1.4526,1.47969,1.16705,
1000.01,0.0289199,0.000781548,-0.00568395,-0.00275853,0.00277186,-8.56356e-05,-0.0273707,-0.00327882,0.0396976,0.0299865,2.23926,2.29161,2.34288,2.3943,2.44512,2.49491,2.54951,2.61221,2.67155,2.73398,0.879478,0.328778,-0.134434,1.85082,-0.0417354,0.998422,1.47256,1.58579,1.25391,
1100,0.000775474,-0.00331581,-0.0031487,0.00191969,-0.00347749,0.00774509,-0.0174568,-0.000486771,0.00385124,-0.000150194,2.56834,2.61863,2.66775,2.72092,2.77022,2.81953,2.87381,2.93705,3.00007,3.06411,0.72969,0.316735,-0.242261,1.92187,-0.137581,0.981331,1.4246,1.32148,1.38533,
1200,0.000697012,-0.0302573,-0.0289228,-0.00256651,0.000765494,0.0105765,-0.0210109,0.00721012,-0.000248736,0.000599313,2.86422,2.91517,2.96385,3.01954,3.06798,3.11617,3.17029,3.2324,3.29443,3.35825,0.858321,0.454638,-0.328868,1.8366,-0.142504,1.00364,1.47422,1.20084,1.35844,
1300,0.000792814,-0.00499984,-0.0253856,-0.00231907,0.00149689,0.00334913,-0.017131,0.00844069,-0.00189042,0.000885683,3.21469,3.26499,3.31357,3.36689,3.41695,3.46603,3.51747,3.57993,3.64171,3.70538,0.663988,0.293935,-0.155951,1.73929,-0.0632412,0.923148,1.49616,1.20218,1.26267,
1400.01,0.000484904,-0.00523125,-0.0374518,-0.00112268,0.00512091,0.0269129,0.00436102,0.0190407,-0.00486547,0.000730477,3.48262,3.53279,3.58112,3.63642,3.68537,3.74519,3.79478,3.85914,3.91386,3.97765,0.671011,0.599558,-0.303741,1.85532,-0.401342,0.839214,1.45939,0.962178,1.39285,
1500.01,0.010022,-0.00374913,-0.0210429,0.00121848,-0.00189779,0.0497785,0.00514009,0.01865,-0.00496712,-0.000321605,3.75042,3.8012,3.85028,3.90604,3.95469,4.00888,4.0614,4.12652,4.18517,4.24929,0.81831,0.728664,-0.297196,2.0482,-0.258919,0.936473,1.35338,1.05834,1.35149,
1600,0.0198032,-0.000848515,-0.0272561,-0.000531785,-0.000425712,0.0339056,-0.00068475,0.00336092,0.00106376,-0.00544237,4.09113,4.14219,4.19315,4.24698,4.29618,4.35469,4.41132,4.4753,4.5267,4.59019,0.8227,0.83852,-0.222599,2.38858,-0.357636,1.02591,1.29858,0.785182,1.19687,
1700,0.00598647,-0.00589389,-0.0445576,-0.00135537,-0.00302706,0.0333341,-0.00114539,0.0383566,0.0190832,-0.00125823,4.33454,4.38528,4.43626,4.49614,4.54298,4.59851,4.6549,4.7135,4.76592,4.82846,0.814153,0.912837,-0.436024,2.17484,-0.349061,1.09956,1.58644,0.965961,1.20374,
1800,0.000730082,-0.00279058,-0.0410821,-0.00301319,-0.00545272,0.0382837,-0.0018335,0.0344417,0.00208472,0.000463668,4.63493,4.6852,4.73646,4.79179,4.83827,4.89703,4.95582,5.017,5.07181,5.13542,0.661806,0.845084,-0.389314,2.02596,-0.442847,1.10945,1.61665,0.960445,1.29523,
