8.18556e-05,-0.00020895,-0.000963865,0.000130314,-5.14858e-05,-0.000300092,-3.93966e-05,-0.000524177,-0.000376286,0.000268939,-2.84807e-05,-0.000524297,-0.000323514,-0.000353051,0.00030073,-0.000152446,-0.000717918,-4.77513e-05,0.000143354,-0.000823971,-0.000342475,-6.8271e-05,0.000320591,-0.000298985,-0.000762779,-0.000122291,-0.000264799,0.000475641,-0.000648363,0.000187591,-0.000750957,-6.47285e-05,0.000160302,-0.000502286,0.000163634,-0.000918369,0.000195962,-0.000628425,-0.000197206,0.000417959,-0.000118076,-0.000621161,-0.000516737,0.000240665,-0.000300433,0.000152698,-0.000727596,0.000136172,-0.000332782,-0.000406246,-0.000410377,-0.00011706,0.000314296,-0.00012944,-0.000207831,-0.000919061,0.000227295,-0.000607363,8.30449e-05,-0.000582621,5.7323e-05,-0.000415699,-0.000162064,0.000352718,-0.000286299,-0.000564677,-0.000417622,0.000458811,-0.000723396,5.76826e-05,-0.000372927,-0.000335393,-0.000287824,0.000167165,-0.000653863,0.000537169,-1.80094e-08,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.9,1.95,2,2.05,2.1,2.15,2.2,2.25,2.3,2.35,2.4,2.45,2.5,2.55,2.6,2.65,2.7,2.75,2.8,2.85,2.9,2.95,3,3.05,3.1,3.15,3.2,3.25,3.3,3.35,3.4,3.45,3.5,3.55,3.6,3.65,3.7,1.17989,1.77744,0.312876,0.233772,1.45644,0.985771,0.823423,1.89933,0.19348,0.0268154,0.911578,0.321968,1.57508,1.06228,0.0466891,1.54317,0.285014,1.21284,1.60221,1.76016,1.93188,1.30486,0.988279,0.658849,0.439465,1.86925,1.12582,1.5082,1.28033,0.41097,0.844221,0.128186,0.294441,1.20943,1.85227,1.43695,1.83461,1.84915,1.04377,1.182,1.48775,1.84664,0.240224,0.2863,0.00792711,0.810736,1.36383,0.254113,0.823397,1.6584,0.761953,1.3016,1.19433,1.16603,0.495893,0.242219,0.461836,1.47208,0.572919,0.349625,1.87245,0.443319,1.30563,0.18132,0.366055,0.516224,1.28375,1.57324,0.259379,0.341335,1.58739,0.465521,0.255929,1.80698,
100.003,0.00411327,-0.0160389,0.00337829,8.32766e-06,-0.000580326,0.0322452,0.00381332,-0.00290032,0.000775394,0.00117549,0.000283504,-0.030129,-0.0318054,0.000825404,-0.00233475,-0.00572793,0.0314847,0.00232726,-0.0350565,-0.00530997,0.0268298,0.0479312,0.0281781,-0.0283968,-0.0104889,-0.0126839,0.00753597,-0.0068534,0.0060973,0.000581697,0.0213563,-5.28348e-05,-0.00155533,-0.00282346,-0.0291634,-0.0470567,-0.00040503,0.00941277,0.0452448,-0.00373027,-0.0393301,-0.000650237,0.0217709,0.0362383,0.00275204,0.00943013,-0.0025683,-0.00443984,-0.00531943,-0.0243765,0.00414632,-0.0134658,0.0118525,-0.000461995,-0.0259605,-0.000853523,0.00219553,0.00172907,0.00232961,0.00116858,-0.000424064,-0.00172368,-0.00315727,0.00142954,0.00182942,-0.00215663,-0.0235783,-0.0259535,0.00278143,0.00218375,-0.00196321,0.00731969,0.00330308,-0.0272213,0.00921466,-0.147616,-0.0845607,-0.0340241,0.0161094,0.0662566,0.126508,0.187618,0.240076,0.291875,0.343607,0.395764,0.449573,0.50082,0.5622,0.625803,0.675342,0.729259,0.778142,0.833879,0.894741,0.944629,0.995958,1.05853,1.11925,1.17158,1.22165,1.27161,1.33112,1.39325,1.45676,1.50696,1.55918,1.60971,1.65965,1.72093,1.76819,1.82651,1.87517,1.92507,1.98448,2.04553,2.10626,2.15558,2.20279,2.25219,2.3023,2.35516,2.4201,2.46988,2.51786,2.5732,2.62426,2.68683,2.74947,2.8075,2.85655,2.90516,2.95462,3.01873,3.0697,3.12112,3.17245,3.22307,3.2867,3.33677,3.38751,3.43739,3.49934,3.56023,3.60835,3.65732,3.71813,3.76653,3.81603,3.86811,1.17858,1.89214,0.368252,0.188869,1.66195,1.14062,0.787452,1.98593,0.220846,0.0390169,0.875933,0.424269,1.61853,1.26199,0.0526892,1.77407,0.239587,1.01403,1.52283,1.78238,1.89281,1.15372,1.03466,0.588491,0.362173,1.89709,1.13432,1.47716,1.27916,0.336848,0.915953,0.154767,0.190623,1.157,1.9659,1.60535,1.85724,1.86958,1.10466,1.23864,1.48541,1.77803,0.344539,0.391813,0.0718931,0.829033,1.4216,0.281359,0.803641,1.65505,0.923308,1.43942,1.25337,1.10452,0.541434,0.178008,0.40336,1.33025,0.65604,0.235845,1.97262,0.529102,1.41945,0.04883,0.567564,0.468978,1.29415,1.48528,0.38889,0.269163,1.59666,0.421236,0.275202,1.80873,
200.003,0.0388028,-0.00126393,-8.10913e-05,-0.000815964,-0.000709525,0.0458557,0.0197675,-0.0021583,-0.0027698,-0.00251412,0.0137738,-0.0253748,-0.0383244,0.00120821,-0.00012245,-0.00170888,0.0256819,0.0046465,-0.0354738,-0.00405939,0.0105062,0.0281423,0.00264491,-0.0393041,-0.0283802,-0.00752567,-0.000245818,-0.0270289,0.00380675,0.000878212,0.0274091,0.000592453,0.0003638,0.000744761,-0.0285872,-0.00331106,0.00134761,0.00592717,0.0428578,-0.00456822,-0.0326234,-0.00766604,0.0263057,0.0268924,0.0045868,0.00432277,-0.00376582,-0.00312349,-0.0040407,-0.0219252,0.00284804,-0.024437,0.00554258,0.0253466,-0.00489986,0.0013762,0.00257517,0.00325405,0.00123823,0.00145215,0.000422972,-0.00485986,-0.0347143,0.00316124,0.00243286,-0.00329328,-0.0177042,-0.00431729,0.00304554,0.00049821,-0.0253748,0.00717614,-0.000303396,-0.0221455,0.0176007,-0.112031,-0.0528622,-0.00174727,0.0490615,0.0995564,0.155291,0.218941,0.272568,0.324441,0.375359,0.428753,0.488017,0.537403,0.59037,0.653074,0.701626,0.755186,0.803644,0.858752,0.918703,0.967997,1.01963,1.08103,1.13982,1.19013,1.23915,1.28714,1.34693,1.40697,1.4685,1.51656,1.57325,1.62237,1.67165,1.73391,1.78138,1.83651,1.88372,1.93406,1.99314,2.05139,2.11376,2.16361,2.21102,2.25959,2.30987,2.362,2.42629,2.47553,2.52321,2.57654,2.62723,2.68847,2.75148,2.80849,2.85641,2.9049,2.95437,3.01855,3.06965,3.12129,3.1731,3.22325,3.28384,3.3339,3.38482,3.43454,3.49796,3.55983,3.60862,3.65754,3.71559,3.76425,3.81273,3.86623,1.07693,1.94707,0.332531,0.257322,1.7492,1.18298,0.860005,2.07741,0.137775,-0.191564,1.10669,0.400591,1.77229,1.29308,0.0962078,1.7489,0.267827,0.994779,1.59746,1.86008,1.85429,1.16209,1.06421,0.695022,0.242665,1.9178,1.19887,1.51589,1.26159,0.324463,1.06567,0.123752,0.213068,1.22372,2.00439,1.66591,1.926,1.87319,1.09848,1.10612,1.46561,1.79994,0.201765,0.572566,-0.0247915,0.826021,1.37581,0.232176,0.739223,1.72956,0.922807,1.49406,1.28103,1.05989,0.610303,0.0912991,0.382421,1.28231,0.635031,0.215155,1.98203,0.492135,1.5806,0.151986,0.532247,0.517169,1.3287,1.46815,0.341352,0.161987,1.60201,0.495445,0.28754,1.75624,
300.001,0.0359301,-0.00238062,0.000517316,-0.00192319,-0.000822562,0.0445642,0.0311207,-0.00657138,-0.0280556,-0.00256462,0.031412,-0.000366508,-0.00784764,0.00563721,0.001248,-0.00411518,0.0049389,0.000483445,-0.0476043,-0.0200483,0.00175019,0.0409501,0.00676287,-0.0389085,-0.0367943,-0.0389377,-0.00171697,-0.0319846,0.0039378,0.0360193,0.0380464,0.00142901,-0.00126604,-0.00109234,-0.0207786,-0.00481669,0.00859493,0.00205179,0.0447867,0.000612802,-0.0207502,-0.0308098,0.0292239,0.0063242,0.00497901,-0.00160957,-0.00315105,0.00108534,-0.00232623,-0.0294653,0.00140318,-0.0235544,-0.00372583,0.00544845,0.000544661,0.0251904,0.0344023,0.0414699,0.000343709,0.00108715,-0.00370231,0.00305533,-0.00242936,0.00309395,0.00112038,-0.00176499,-0.000423249,-0.031837,0.00354744,0.00356345,-0.00243191,0.0167756,0.00532463,-0.00333941,0.00142482,-0.0750446,-0.016459,0.0346885,0.0852474,0.135093,0.189484,0.252981,0.308748,0.359048,0.407611,0.46325,0.525107,0.574653,0.624945,0.688256,0.73808,0.790981,0.84101,0.893028,0.950267,1.00407,1.05412,1.11861,1.17545,1.22508,1.27304,1.32634,1.38267,1.4406,1.49985,1.54704,1.60265,1.65202,1.70088,1.7628,1.80949,1.86476,1.91112,1.96127,2.0211,2.07868,2.14146,2.19479,2.2418,2.28966,2.33937,2.38819,2.4502,2.49826,2.5463,2.59717,2.64947,2.70997,2.76935,2.82938,2.87551,2.92246,2.97089,3.0313,3.08154,3.13217,3.18332,3.23376,3.29745,3.34811,3.3992,3.44964,3.51231,3.56999,3.61802,3.66735,3.72473,3.77365,3.82424,3.87473,1.06118,1.90862,0.34252,0.313451,1.76738,1.22591,0.958117,2.09232,0.0774001,-0.295389,1.20037,0.375558,1.8297,1.29685,0.199633,1.77583,0.278138,0.893645,1.66535,1.73669,1.87558,1.29939,1.0255,0.660043,0.130399,1.71523,1.13354,1.53728,1.53238,0.317422,1.03823,0.0492555,0.175616,1.24885,1.90506,1.61473,1.97587,1.83083,1.14695,1.07457,1.40454,1.71956,0.291858,0.542498,-0.0551198,0.706713,1.45036,0.250834,0.849473,1.76884,1.00573,1.43757,1.3861,1.25103,0.601042,0.146055,0.354056,1.14086,0.645007,0.0169958,1.86249,0.615463,1.40712,0.0174373,0.692543,0.417341,1.21532,1.63681,0.323588,0.155818,1.65883,0.56246,0.250288,1.89512,
400.003,0.023378,-0.0120597,-0.00260374,-0.00510478,0.000587275,0.0275135,0.0366789,-0.00151848,-0.00378006,-0.00102313,0.0344553,0.00111779,-0.0043347,0.00491213,-0.00153552,-0.00267207,0.0204771,0.00518664,-0.0262724,-0.00920481,0.00661152,0.00787688,0.000842798,-0.0454498,-0.0275206,-0.0303869,0.00197532,-0.0227196,-0.00271804,0.0206935,0.0318622,0.00248076,-0.000130429,-0.00246867,-0.00330049,-0.00467125,0.00349549,0.00579131,0.0440471,0.000890439,-0.029263,-0.00707612,0.014732,0.0190904,0.000742013,0.000318805,-0.00906687,-0.00090478,-0.000750631,-0.00474198,-0.000261515,-0.0315381,-0.0278034,0.00128495,0.00138531,0.02336,0.0332396,0.0294792,0.00133378,4.13448e-05,-0.0287638,0.0128061,0.000126322,0.00246512,1.89532e-05,-0.00026071,-0.00140656,-0.0461671,0.00141909,0.000794232,-0.0175524,0.0300237,0.00491852,-0.000484622,-0.000851501,-0.0137167,0.0490469,0.0995158,0.1487,0.196265,0.254845,0.318167,0.373071,0.422783,0.471179,0.528055,0.58841,0.638247,0.688533,0.752012,0.801426,0.856742,0.905595,0.956096,1.01396,1.06646,1.1166,1.18096,1.24221,1.29227,1.34097,1.3924,1.44858,1.51034,1.57074,1.61754,1.67618,1.72531,1.7744,1.83694,1.88476,1.94025,1.98642,2.03741,2.09794,2.15415,2.217,2.2758,2.32354,2.37352,2.42371,2.47407,2.5371,2.58653,2.63575,2.68469,2.73843,2.79947,2.85934,2.91976,2.96604,3.01304,3.06129,3.12283,3.17261,3.2223,3.27523,3.32516,3.38919,3.44012,3.49104,3.54186,3.60383,3.65949,3.70817,3.75712,3.81726,3.86605,3.91656,3.9669,1.15925,1.94654,0.40505,0.342676,1.61365,1.3425,0.983901,2.05796,0.0683456,-0.335117,1.15734,0.267927,1.85966,1.26654,0.0379775,1.71414,0.168089,0.787631,1.67247,1.7666,1.91416,1.24723,1.12499,0.640479,0.0598903,1.79105,1.07016,1.43007,1.48356,0.364534,1.1348,0.0685919,0.229002,1.33125,1.89969,1.6351,2.09978,1.83174,1.15143,1.02049,1.48068,1.58479,0.394802,0.564462,-0.00769739,0.77913,1.50375,0.213844,0.782949,1.87811,1.02367,1.35749,1.47615,1.29166,0.470033,0.143303,0.375159,1.20363,0.648511,0.0687763,1.77186,0.591114,1.36542,-0.0172555,0.660211,0.434722,1.19037,1.7013,0.338561,0.128944,1.57115,0.478699,0.181917,2.04231,
500,0.000426799,-0.00177656,-0.00413044,-0.0253511,-0.00212152,0.0234495,0.0360938,-0.000737747,-0.00278799,-0.00126739,0.0326442,0.002359,-0.00686721,0.00289343,0.00142253,0.000170683,0.0313352,0.0258521,-0.0304834,0.000803003,0.00265573,-0.000705948,0.00220078,-0.00314553,-0.00351497,-0.00591497,0.00408075,-0.0276146,-0.00372968,0.0174449,0.0237463,0.00280725,-0.00075208,-0.00279995,-0.00209761,-0.00237715,0.021405,0.00789398,0.0311706,-0.0197857,-0.0438659,-0.00368947,0.031392,0.0265164,0.00211837,-0.000483226,-0.0231441,4.87516e-05,-0.00101598,-0.00117594,0.00108161,-0.0346631,-0.0256911,0.0029329,-0.00100837,0.00316329,0.00357459,0.00639851,-0.0030565,-0.00488155,-0.00620537,0.0351123,0.00462124,-0.000827701,0.00337531,0.00040925,-0.00336745,-0.0287506,0.00170824,1.78927e-05,-0.0033555,0.00239304,0.00699233,-0.000297312,-0.000971667,0.0410431,0.104854,0.154423,0.202316,0.25003,0.307744,0.37019,0.428426,0.477688,0.525908,0.583291,0.644689,0.694672,0.745372,0.808714,0.858462,0.919732,0.970618,1.02417,1.07857,1.12975,1.18061,1.24473,1.30824,1.35852,1.40755,1.45903,1.51363,1.57613,1.63682,1.68448,1.74422,1.7937,1.84288,1.90544,1.95351,2.00787,2.05472,2.10514,2.16278,2.2232,2.28498,2.34093,2.38982,2.43968,2.49115,2.54159,2.6028,2.65234,2.70147,2.75018,2.80732,2.86935,2.92877,2.98688,3.03395,3.08225,3.13186,3.19573,3.24605,3.29482,3.35208,3.40106,3.46554,3.51587,3.56731,3.6189,3.68132,3.73832,3.78792,3.83752,3.89873,3.94743,3.9979,4.04828,1.28007,1.965,0.337376,0.257627,1.61104,1.32157,1.08929,2.0235,-0.0151278,-0.357733,1.1997,0.274351,1.83266,1.32151,0.116402,1.57856,0.0588183,0.903832,1.76562,1.88154,2.05435,1.27611,1.20716,0.595377,0.132801,1.78156,1.01388,1.43925,1.49572,0.299296,1.15869,0.0447148,0.181024,1.34885,1.90597,1.68921,1.96343,1.87987,1.03743,1.12235,1.54286,1.68345,0.330645,0.800299,-0.10559,0.799007,1.57145,0.152301,0.687938,1.97395,1.07035,1.34517,1.54448,1.12995,0.529005,0.12322,0.162504,1.22424,0.549777,0.245787,1.62833,0.48574,1.41022,0.00289278,0.695254,0.365737,1.19635,1.68027,0.388249,0.245404,1.53369,0.397913,0.243802,2.18107,
600.004,0.0012838,-0.00691875,-0.000480203,-0.00267312,-0.00430068,0.0200273,0.0365243,-0.00388137,-0.00560679,-0.035536,0.00641057,0.00360255,-0.00405945,0.00612148,0.00119257,-0.00296092,0.0197275,0.028316,-0.0139692,-0.00180385,0.00116788,0.000996048,0.00623272,-0.0171506,-0.00572877,-0.0234273,0.0376845,-0.00430793,-0.00245784,0.012915,0.0256078,-0.000743006,0.00103461,-0.00311134,-0.00446025,-0.00341317,0.0326369,0.00779069,0.040379,0.00337183,-0.0240027,-0.0312429,0.0219171,0.0242142,0.00151772,-0.000280951,-0.00293966,-0.0029512,-0.00234642,-0.00199002,0.00267916,-0.00377401,0.00158254,0.0402184,0.0226214,0.0217341,0.0247798,0.0261426,-0.0103326,-0.00377788,-0.0304817,0.00388566,0.00249688,0.00143922,0.00190746,-0.0114923,-0.0323145,-0.0352198,0.00326636,0.00150836,-0.0043063,0.00308927,0.00403382,0.000281937,-0.000895343,0.0798206,0.143493,0.192153,0.240563,0.287917,0.348263,0.411222,0.470527,0.51987,0.567209,0.621207,0.683605,0.732826,0.783183,0.846867,0.897012,0.955957,1.00587,1.05752,1.11543,1.16721,1.21775,1.2825,1.34608,1.39664,1.4453,1.49642,1.55437,1.61695,1.67874,1.72666,1.78544,1.83453,1.88348,1.94577,1.99294,2.05132,2.09771,2.151,2.20677,2.2639,2.32771,2.38681,2.43568,2.48599,2.53626,2.58682,2.65033,2.69871,2.74612,2.7927,2.85201,2.91313,2.97431,3.03061,3.07998,3.13054,3.18201,3.23975,3.29013,3.33982,3.3966,3.44662,3.51126,3.56289,3.61499,3.66497,3.72725,3.78615,3.83473,3.88391,3.94573,3.99461,4.04483,4.09518,1.25581,1.98875,0.48913,0.283297,1.48147,1.32533,1.0966,2.07494,0.0464828,-0.300564,1.36056,0.262144,1.83857,1.31595,0.141444,1.63326,0.00220007,0.819517,1.70044,1.86707,2.08487,1.36093,1.1774,0.574705,0.0120009,1.78975,1.08359,1.36981,1.44292,0.402263,1.12397,-0.0738254,0.135102,1.36179,1.89787,1.54691,2.09797,1.77993,1.01493,1.02146,1.37841,1.61706,0.534628,0.837405,-0.0138433,0.817078,1.44268,0.101837,0.637759,2.04574,1.16568,1.38834,1.48787,1.05339,0.487241,0.143905,0.237315,1.01405,0.528565,0.275125,1.68425,0.504957,1.30785,-0.0403959,0.721955,0.371357,1.24128,1.59501,0.463057,0.251147,1.47608,0.234886,0.190432,2.2206,
700.004,0.00438942,-0.00363774,-0.00378867,-0.00392177,-7.9574e-05,0.0371315,0.0323545,-0.0126646,-0.00307387,-0.00199034,0.0392213,0.00181347,-0.023809,0.000650552,0.0154863,-0.000444545,0.0380039,0.00519996,-0.027479,-0.00608957,0.00225688,-0.00029682,0.0013254,-0.000269316,-0.00346314,-0.00584183,0.0341921,-0.00684631,-0.00777296,0.0213586,0.0327735,0.000561478,0.00069339,1.14117e-05,-0.0160669,-0.0035975,0.0178757,0.0313202,0.0314557,0.00250321,-0.00553147,-0.0032333,0.0257993,0.00467806,-0.00101491,0.0011123,-0.00253896,-0.00174459,-0.000506839,-0.000525961,0.00341937,-0.00721898,-0.00271697,0.0324545,0.000819434,0.00272675,0.00181751,0.00870257,-0.0199506,-0.00472892,-0.00122787,0.0222939,0.0399204,0.000938112,0.00383494,-0.0280591,-0.0297325,-0.0335194,0.00378827,0.00117272,-0.00218066,0.0033952,0.00268449,0.000228771,-0.00142776,0.110335,0.174211,0.224402,0.273271,0.32072,0.379467,0.442767,0.498179,0.547615,0.595235,0.651703,0.714099,0.763863,0.815275,0.876191,0.924178,0.983403,1.03294,1.08482,1.14635,1.19709,1.2465,1.30994,1.37356,1.42324,1.47165,1.52316,1.57916,1.64199,1.70284,1.75013,1.80716,1.85648,1.90564,1.96753,2.01462,2.07347,2.11928,2.16766,2.23035,2.28327,2.34746,2.40682,2.45667,2.50728,2.55847,2.60913,2.67294,2.72201,2.77086,2.8195,2.88041,2.94275,3.00249,3.05624,3.10471,3.1542,3.20443,3.26759,3.31769,3.36617,3.42793,3.47683,3.53972,3.59087,3.64297,3.69259,3.75565,3.81322,3.86182,3.9109,3.97357,4.02304,4.07349,4.12403,1.23008,1.99635,0.669928,0.195314,1.57214,1.35199,0.978234,1.93202,-0.0160306,-0.304813,1.26982,0.231471,1.84984,1.5013,0.128138,1.56916,0.0180114,0.886892,1.61692,1.80183,1.96332,1.39889,1.27108,0.647562,0.0967188,1.76164,1.09681,1.2856,1.50181,0.25825,1.10983,-0.022545,0.253711,1.20686,1.95227,1.51135,2.07308,1.98441,1.22457,0.818625,1.36674,1.65965,0.676437,0.718644,-0.0763837,0.788617,1.32991,0.161779,0.67039,2.00518,1.20079,1.37577,1.51855,1.02459,0.487842,-0.00949048,0.415695,1.17781,0.625656,0.193956,1.54096,0.559473,1.2704,-0.0905544,0.771843,0.242737,1.29758,1.63247,0.426157,0.266917,1.43534,0.130976,0.180566,2.33186,
800.001,0.0394237,-0.00383122,-0.00480622,-0.00239925,0.00025098,0.0296196,0.025111,-0.0359927,-0.0212762,-0.00195678,0.00163527,-0.000670281,-0.0288386,0.00209065,0.0283564,0.00098115,0.0249075,0.0268131,-0.00848327,-0.00448524,-0.00217756,-0.00259922,0.0229504,0.00322934,-0.00377694,-0.0191686,0.00348707,-0.0272188,-0.0020858,0.0261603,0.0356222,0.00299476,0.00130903,-0.0021457,-0.0362197,-0.0235605,0.00058048,0.0024877,0.0222896,0.0038838,-0.000684973,-0.00790328,0.0259732,0.00619465,-0.000551526,9.74062e-05,-0.00248525,-0.00255978,-0.00122614,-0.00118342,0.00363702,-0.00313189,-0.00230168,0.0312653,0.00192241,0.000797765,0.00219367,0.00156188,-0.0038122,-0.00331589,-0.00186082,0.00185525,0.00266897,0.000952727,0.000609149,-0.00314663,-0.00219303,-0.00901289,0.0128273,0.00341823,-0.000825197,0.000975209,0.00130305,-2.87945e-05,-0.00144455,0.126251,0.188809,0.239667,0.289035,0.337461,0.397119,0.460868,0.514446,0.564309,0.611641,0.671788,0.733275,0.779983,0.834025,0.895355,0.943671,1.00044,1.05071,1.10278,1.16642,1.21666,1.26548,1.32753,1.39087,1.44132,1.49043,1.53994,1.59844,1.66064,1.72143,1.7691,1.82654,1.87678,1.92752,1.98797,2.03657,2.09806,2.14618,2.19551,2.2602,2.31444,2.3798,2.43691,2.48762,2.5392,2.59112,2.64251,2.70685,2.75643,2.80551,2.85412,2.91573,2.97753,3.03789,3.08934,3.13904,3.18941,3.24024,3.30462,3.35475,3.40369,3.46615,3.51508,3.57895,3.62926,3.6798,3.72924,3.79212,3.84837,3.89711,3.9471,4.01084,4.06091,4.11155,4.1621,1.15689,2.01883,0.702083,0.239766,1.60044,1.3415,0.922664,1.88907,-0.0147677,-0.485632,1.28201,0.29762,1.69259,1.46974,-0.0211709,1.68379,0.0952897,0.846878,1.52284,1.92143,2.04516,1.46866,1.31884,0.706344,0.116772,1.83437,1.1301,1.37912,1.49464,0.225734,1.07736,0.0291409,0.396575,1.14482,1.95756,1.50698,2.18495,1.95561,1.26527,0.92003,1.30889,1.70107,0.645266,0.768348,-0.0785319,0.703676,1.31211,0.226591,0.609612,1.98789,1.18077,1.22441,1.55628,0.914798,0.594268,-0.0613413,0.522053,1.25051,0.727356,0.167967,1.44723,0.460069,1.30861,-0.0089369,0.665391,0.30514,1.39744,1.64062,0.37268,0.204447,1.3261,0.146915,-0.0304226,2.26156,
900.001,0.0415884,-0.00124544,-0.00474064,-0.0151293,-0.0214565,0.00322488,0.0155964,-0.00809236,-0.000335072,-0.0032587,0.0141544,-0.000197966,-0.00693471,0.000450064,0.0270933,0.00269258,0.0283948,0.0270501,-0.0185559,-0.00672676,0.00303637,-0.000118635,0.024451,-0.00178904,-0.0223735,-0.00661541,0.00154439,-0.0182496,-0.00163471,0.0304504,0.0288723,0.0022856,0.00321128,-0.00114125,-0.0298701,-0.0335181,0.00276504,0.00558998,0.031328,0.00430088,-0.00273444,-0.00452656,0.0280661,0.0221934,-0.000231132,0.000279589,-0.00185089,-0.0284847,-0.00415414,-0.00122274,0.0066475,0.0254046,-0.00128158,0.0137773,-0.000444994,0.00141997,0.000205743,0.000219688,-0.00322849,-0.00170147,-0.0014453,0.00310749,0.00339771,0.00178333,-0.00137373,-0.00140858,-0.0376233,-0.0235558,0.00314021,-0.000195534,0.00495813,-0.000181762,0.00118457,-5.97391e-06,-0.00099555,0.183629,0.245383,0.296506,0.346108,0.395094,0.456479,0.520072,0.572359,0.622059,0.669825,0.729779,0.790587,0.837338,0.894537,0.953677,1.00014,1.0598,1.10904,1.16299,1.22394,1.27537,1.32439,1.38552,1.44527,1.4941,1.54243,1.59182,1.65095,1.71149,1.77038,1.81709,1.87758,1.9262,1.97597,2.03588,2.08418,2.14489,2.19264,2.24235,2.30418,2.3571,2.4219,2.47761,2.52845,2.58066,2.63221,2.68383,2.74716,2.79644,2.84412,2.89129,2.95403,3.01301,3.0766,3.12867,3.17855,3.22897,3.27947,3.34364,3.39306,3.44181,3.50437,3.55368,3.61808,3.66935,3.72,3.77046,3.83291,3.89326,3.94173,3.99011,4.05352,4.10346,4.15385,4.20423,1.14352,2.06254,0.76325,0.27673,1.52886,1.44036,0.904834,1.86456,0.0293778,-0.471979,1.25103,0.423755,1.60152,1.54558,0.0477467,1.57517,-0.013596,0.964784,1.57787,1.79462,1.94063,1.54967,1.13036,0.628635,0.0355663,1.8202,1.17828,1.47974,1.53695,0.168409,1.20817,0.208159,0.546356,1.14287,2.08495,1.50064,2.07695,1.99124,1.16856,0.844575,1.30846,1.73241,0.637999,0.83335,-0.0126826,0.711171,1.21876,0.273034,0.618536,1.98564,1.24828,1.09923,1.43587,0.897121,0.632057,-0.016887,0.589338,1.28417,0.713658,0.156242,1.42378,0.443467,1.32895,-0.0371711,0.747223,0.489571,1.31747,1.53785,0.489162,0.180173,1.26078,0.120065,0.0376789,2.30498,
