0,0,0,0,0,-0.05,0,0.05,0,
0.000149996,0.000999972,0,0,0,-0.05,0,0.05,0,
0.000149996,0.000999972,0,0,0,-0.0499999,0,0.05,0,
0.000299992,0.00199991,0,0,0,-0.0499997,0,0.05,0,
0.000299992,0.0019999,0,0,0,-0.0499996,0,0.05,0,
0.00112142,0.00747538,0,0,0,-0.0499957,0,0.05,0,
0.00112142,0.00747476,0,0,0,-0.0499957,0,0.05,0,
0.00194285,0.0129475,0,0,0,-0.0499873,0,0.05,0,
0.00194285,0.0129463,0,0,0,-0.0499873,0,0.05,0,
0.00276428,0.0184132,0,0,0,-0.0499744,0,0.05,0,
0.00276428,0.018412,0,0,0,-0.0499744,0,0.05,0,
0.00877833,0.058053,0,0,0,-0.0497436,0,0.05,0,
0.00877833,0.0580262,0,0,0,-0.0497442,0,0.05,0,
0.00673223,0.0446688,0,0,0,-0.049849,0,0.05,0,
0.00673223,0.044657,0,0,0,-0.0498492,0,0.05,0,
0.00355787,0.0236854,0,0,0,-0.0499577,0,0.05,0,
0.00355787,0.0236849,0,0,0,-0.0499577,0,0.05,0,
0.00435146,0.0289473,0,0,0,-0.0499368,0,0.05,0,
0.00435146,0.0289478,0,0,0,-0.0499368,0,0.05,0,
0.00514505,0.0341985,0,0,0,-0.0499117,0,0.05,0,
0.00514505,0.0341985,0,0,0,-0.0499117,0,0.05,0,
0.00593864,0.0394349,0,0,0,-0.0498825,0,0.05,0,
0.00593864,0.0394349,0,0,0,-0.0498825,0,0.05,0,
0.00752583,0.0498557,0,0,0,-0.0498117,0,0.05,0,
0.00752583,0.0498558,0,0,0,-0.0498117,0,0.05,0,
0.00911301,0.0601929,0,0,0,-0.0497243,0,0.05,0,
0.00911301,0.0601929,0,0,0,-0.0497243,0,0.05,0,
0.0107002,0.070429,0,0,0,-0.0496206,0,0.05,0,
0.0107002,0.070429,0,0,0,-0.0496206,0,0.05,0,
0.0122874,0.0805468,0,0,0,-0.0495008,0,0.05,0,
0.0122874,0.0805469,0,0,0,-0.0495008,0,0.05,0,
0.0151319,0.0983302,0,0,0,-0.0492462,0,0.05,0,
0.0151319,0.0983306,0,0,0,-0.0492463,0,0.05,0,
0.0179765,0.115583,0,0,0,-0.0489418,0,0.05,0,
0.0179765,0.115584,0,0,0,-0.0489419,0,0.05,0,
0.020821,0.132214,0,0,0,-0.0485892,0,0.05,0,
0.020821,0.132215,0,0,0,-0.0485893,0,0.05,0,
0.0236656,0.148131,0,0,0,-0.0481903,0,0.05,0,
0.0236656,0.148132,0,0,0,-0.0481904,0,0.05,0,
0.0286272,0.17393,0,0,0,-0.04739,0,0.05,0,
0.0286272,0.173936,0,0,0,-0.0473904,0,0.05,0,
0.0335888,0.19689,0,0,0,-0.0464694,0,0.05,0,
0.0335888,0.19689,0,0,0,-0.0464691,0,0.05,0,
0.0385504,0.216616,0,0,0,-0.0454421,0,0.05,0,
0.0385504,0.216616,0,0,0,-0.0454419,0,0.05,0,
0.043512,0.23279,0,0,0,-0.0443256,0,0.05,0,
0.043512,0.232792,0,0,0,-0.0443255,0,0.05,0,
0.0477332,0.243558,0,0,0,-0.0433191,0,0.05,0,
0.0477332,0.243558,0,0,0,-0.0433191,0,0.05,0,
0.0477332,0.243558,1.34589e-14,0,0,-0.0433191,0,0.05,0,
0.0477332,0.243558,0,1.34589e-14,0,-0.0433191,0,0.05,0,
0.0477332,0.243558,0,0,1.34589e-14,-0.0433191,0,0.05,0,
0.0477332,0.243558,0,0,0,-0.0433191,0,0.05,0,
0.0477332,0.243558,0,0,0,-0.0433191,1.34589e-14,0.05,0,
0.0477332,0.243558,0,0,0,-0.0433191,0,0.05,0,
0.0477332,0.243558,0,0,0,-0.0433191,0,0.05,1.34589e-14,
0.0477332,0.243559,0,0,0,-0.043319,0,0.05,0,
0.0519544,0.251434,0,0,0,-0.0422734,0,0.05,0,
0.0519544,0.251436,0,0,0,-0.0422732,0,0.05,0,
0.0561756,0.256327,0,0,0,-0.0412006,0,0.05,0,
0.0561756,0.256329,0,0,0,-0.0412005,0,0.05,0,
