8.21534e-05,-0.000209692,-0.000245384,-0.000190119,-0.000195345,-0.000965066,-0.00013744,0.000265619,-2.19157e-07,-0.000831395,0.000411946,-1.81399e-08,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.000164307,-0.000205108,-0.000275782,-0.000166368,-0.000176698,-0.00170014,-6.22719e-05,0.000735408,0.000209094,-0.0014353,0.0010246,-3.51778e-08,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.000533997,-0.000185694,-0.00040544,-6.54894e-05,-9.74466e-05,-0.00485376,0.000255083,0.00273777,0.0010947,-0.00401682,0.00363721,-1.07356e-07,0.0499998,0.0999999,0.15,0.199999,0.25,0.300001,0.35,0.399999,0.450001,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.0021976,-0.000119053,-0.000869445,0.000286793,0.000174661,-0.018697,0.0013347,0.0107563,0.00422985,-0.0149321,0.0145588,-3.56596e-07,0.0499987,0.1,0.15,0.199979,0.250001,0.300012,0.350005,0.399983,0.450016,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.00431213,-6.94774e-05,-0.00126374,0.000566013,0.000355884,-0.0365959,0.00214161,0.0216997,0.00716012,-0.0293701,0.0290652,-5.50457e-07,0.0499965,0.100001,0.150001,0.199921,0.250005,0.300046,0.350017,0.399936,0.450062,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.0074327,-3.75665e-05,-0.00162517,0.00078707,0.000363059,-0.0609138,0.0026713,0.0378355,0.0109973,-0.0488713,0.0488974,-7.08217e-07,0.0499919,0.100003,0.150002,0.199768,0.250013,0.300139,0.350045,0.399813,0.450184,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.0130882,-3.44304e-05,-0.00199855,0.000941724,-0.00020736,-0.0982661,0.00263094,0.0638438,0.0187007,-0.077508,0.0790993,-8.91874e-07,0.0499816,0.100008,0.150003,0.199313,0.250028,0.300429,0.350129,0.399452,0.45055,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.021126,-6.71717e-05,-0.0023616,0.000990069,-0.00192887,-0.136421,0.00167694,0.0933127,0.0275495,-0.102586,0.10934,-1.28563e-06,0.049964,0.100016,0.149995,0.198359,0.250046,0.301066,0.350318,0.398716,0.451317,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.0305913,-0.000120858,-0.00277511,0.000951538,-0.00523838,-0.160056,0.000229356,0.116707,0.0314105,-0.108928,0.126613,-2.16655e-06,0.0499397,0.100025,0.149962,0.196938,0.250055,0.30207,0.350602,0.397696,0.452449,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.0389879,-0.000176292,-0.00317755,0.000832817,-0.011173,-0.164096,-0.00105113,0.12763,0.0304296,-0.0959537,0.126973,-3.40892e-06,0.0499147,0.100033,0.149897,0.195567,0.250052,0.303102,0.350864,0.396825,0.453522,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.0469671,-0.000235832,-0.00360543,0.000581895,-0.0245012,-0.156012,-0.00226826,0.130174,0.0274474,-0.0710266,0.116606,-5.04844e-06,0.0498877,0.100039,0.149759,0.194283,0.250038,0.304135,0.351096,0.396152,0.4545,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.0549463,-0.000302773,-0.00409208,9.07553e-05,-0.0397974,-0.139364,-0.00345537,0.126066,0.0239236,-0.0380543,0.0986919,-7.19198e-06,0.0498571,0.100041,0.149502,0.1931,0.250015,0.305162,0.351301,0.395713,0.455363,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.0595196,-0.000344877,-0.00440596,-0.000307711,-0.0477879,-0.127135,-0.00410147,0.12117,0.0220655,-0.0171445,0.0862829,-8.67181e-06,0.0498376,0.100041,0.149301,0.19249,0.249998,0.305728,0.351406,0.395586,0.455787,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.0621614,-0.000370572,-0.00460185,-0.000574533,-0.0520207,-0.11945,-0.00445714,0.117623,0.0211127,-0.00318573,0.0787257,-9.61663e-06,0.0498257,0.10004,0.149169,0.192165,0.249987,0.306043,0.351463,0.395559,0.456005,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.0655843,-0.00040548,-0.00487455,-0.000959453,-0.0570134,-0.10901,-0.00489247,0.112346,0.0200516,0.0104697,0.0687589,-1.09442e-05,0.0498095,0.100037,0.148983,0.191773,0.249971,0.306437,0.351533,0.395572,0.456257,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
0.0690071,-0.000442362,-0.00517253,-0.00138839,-0.0613918,-0.0982037,-0.00529093,0.106402,0.0192119,0.0248479,0.0588068,-1.23947e-05,0.0497923,0.100033,0.14878,0.191419,0.249953,0.306811,0.3516,0.395632,0.456475,0.97516,1.09462,1.12172,1.15841,0.604126,1.88339,1.38374,0.00058107,1.60051,
